1101,-5.1634,-6.3684,0.3683,-0.84568,-1.6653,-0.46949,2.3743,0.18528,2.7292,2.0963,-1.6851,-5.1358,-2.5275,1.0221,1.2171,-0.35203,0.80221,-1.3643,0.03473,-2.0972,1.2293,-2.4772,0.73717,-3.85,-0.98455,0.19924,-1.4518,-0.7527,2.7955,-0.91939,0.46456,-3.1085,-0.28817,-2.0555,0.45519,-1.2143,-1.0791,-3.1257,-0.34908,0.67243,1.0611,-3.501,1.3548,1.6529,0.040739,-0.74021,-0.96492,-2.1748,2.063,-1.7055,-2.8138,-2.8896,-1.4523,-0.97388,-0.61995,-1.6014,-4.0411,-2.7458,1.0965,0.046802,0.53032,0.53933,-1.9666,2.5117,-1.7207,0.1305,1.0281,-0.11858,0.87779,-1.8907,0.82815,-1.0895,-1.1498,2.0726,0.9403,1.8657,-2.6033,-0.91695,3.3118,-0.58768,-0.86742,0.2066,1.145,-1.0827,2.009,0.68093,2.5049,-0.71179,-1.1116,0.25693,2.7525,0.61906,-2.1175,-0.34684,-0.23406,-0.6286,-1.1377,-2.442,-2.2025,-0.26021,0.47692,-0.87927,-0.24805,1
1102,13.246,4.7463,4.3578,8.8534,-1.1733,4.668,-1.5615,1.7711,-1.6536,0.52698,-0.025877,-0.34634,-0.11824,2.9019,3.1111,2.2619,4.2628,0.24239,3.2174,0.48873,-0.48414,1.315,-1.1893,-3.619,-0.23481,-0.6462,0.43428,-4.5344,-3.0086,-0.83873,-2.0201,-0.10652,2.4904,-3.7172,-0.86302,2.0854,-0.66439,1.0692,-3.9144,-2.0164,-2.4288,1.5711,-1.2247,-1.8193,1.4515,-1.7804,0.46456,3.5709,-0.88508,0.78089,-0.62699,-1.2605,-1.8911,2.2625,-1.3133,-0.25538,-2.1125,-1.795,-0.12901,2.1664,-2.0646,-1.5887,-3.5048,0.86955,0.11012,1.3237,-1.9191,0.20794,1.2295,1.4784,-2.4691,-1.3286,-1.0951,-1.5414,0.59372,1.0706,-0.64216,0.85206,-0.57266,-1.6608,-0.36923,0.79146,0.10564,-1.3672,-2.4204,-0.42971,3.428,0.18558,0.044104,-1.2955,-1.2593,1.0605,2.5011,-0.33013,-0.69257,0.25471,-0.77297,1.0036,-1.2052,-0.95222,2.4731,-1.303,0.35909,1
1103,-6.3121,-6.4788,0.054254,2.0844,2.2484,-2.777,1.895,5.6701,-0.15209,3.9597,1.7674,0.53147,-0.12266,-0.21003,-2.3669,-2.3539,1.062,-3.7257,-4.5021,-0.45051,3.433,-7.1492,-2.2332,-0.21282,-0.52872,0.70736,0.8301,-4.5485,-3.2774,1.3302,-2.1636,1.8726,0.9169,-3.276,-0.73843,-0.15233,0.060997,1.3244,-0.27186,1.4741,0.60864,-0.61975,-0.089709,-1.1659,1.7562,-0.8413,0.79964,0.66546,0.48399,2.0483,1.1592,1.5978,3.1966,0.11907,2.0507,1.9067,0.67561,-0.30004,-1.8737,-1.3794,0.36042,-1.3815,1.5088,2.118,-0.12818,0.52078,1.1353,1.8304,2.0016,-0.84902,-1.127,1.4158,1.7144,-0.69679,-0.99355,-1.8573,-0.66851,0.84783,-0.41621,-1.2783,2.35,1.5481,-0.47824,2.4019,2.2886,-0.41484,0.055649,-0.43181,2.7892,-3.5603,1.6935,-2.6018,0.49752,2.5553,-1.0292,1.4835,0.25907,-1.0231,1.3606,-1.8079,-0.70477,-0.15654,-1.2879,1
1104,16.829,10.074,-8.9575,10.186,6.3351,1.3515,2.6741,-2.6569,-5.159,-7.0795,-5.8507,0.071921,-3.6594,-2.2561,2.956,2.5014,-0.082832,6.883,-2.6922,2.5808,0.19249,-3.499,-2.8107,0.78928,-0.03535,5.1309,-4.6123,-3.9083,7.0883,2.0415,-0.76474,2.4022,0.46902,2.8109,0.60822,-0.4161,2.7264,-2.4096,-0.76767,0.64071,0.3956,2.8117,1.4637,-0.59037,-0.43297,1.5283,0.91567,2.599,0.021201,0.79772,-1.6563,-0.89679,-0.30639,-0.9987,-0.24887,-0.80108,2.6097,-1.0991,-1.2655,-1.7816,1.014,-0.010081,-0.45715,0.62878,0.31798,0.96228,-0.40852,1.4494,-1.0166,-1.6854,0.1241,-1.3337,0.61934,0.071812,0.54575,-0.69828,-1.564,0.25709,-0.42418,0.26348,-0.049523,0.2132,-1.5796,0.93288,0.93785,1.9765,0.65974,-0.11028,-1.1104,-1.3415,0.22624,0.36896,-0.81882,0.87443,-0.65678,-0.18353,0.46422,-0.062168,-0.88834,1.3591,-0.54048,0.38065,-0.30203,1
1105,0.45202,16.433,0.90515,-3.0133,0.1585,1.0934,-1.4632,2.0675,2.2298,6.7819,-1.4867,-1.303,-2.6388,2.0593,-0.9839,3.56,-0.36596,-0.68232,-1.6781,0.7154,2.0466,0.49387,-2.9928,0.58994,1.1006,1.2901,2.0674,-0.45991,-5.3177,-1.1796,0.9,-1.83,-2.9916,0.49969,-0.15234,-0.43442,0.10746,-1.5874,-2.4479,-0.1172,-0.79696,-1.7341,2.5986,1.6828,-1.8429,4.3207,-1.1175,2.9948,-3.2638,-0.356,-2.371,0.4955,0.68421,2.0576,-3.2115,-3.1452,0.86169,-1.5642,-2.3827,-0.61242,-0.35411,3.0939,-1.4203,1.8911,2.8748,-2.3294,-1.6175,0.13968,-1.2829,-0.076875,-1.8025,1.3717,1.3149,-0.77051,3.0481,-0.099186,-0.44944,1.7484,-1.3373,1.6923,-1.5914,1.9507,-0.031514,-0.18948,1.4627,0.13064,1.1955,-0.76277,1.1543,1.508,0.69353,0.64046,-0.15857,1.3103,-0.24133,-0.58292,1.4291,-1.3523,1.3837,1.9543,-1.3274,0.12542,0.0045498,1
1106,-11.08,-4.2833,0.81782,1.1519,-5.0279,-0.80117,-2.3355,-8.0573,0.7473,-2.3633,-2.6832,-0.76781,2.4515,-2.0649,-2.8668,-2.9757,-4.139,1.0041,0.089504,2.6767,0.86463,-1.4064,-2.67,-1.3543,-0.0246,-1.7372,-1.1525,-0.69498,-2.7929,-0.79693,1.239,1.049,1.5664,1.9472,0.36951,-1.4641,-3.3872,-0.3396,-1.582,-0.93052,3.6365,0.69315,-2.2964,1.0264,1.2801,-0.80008,-1.1689,1.9745,0.26966,0.66253,1.6456,-1.5653,-2.0499,1.1667,-0.46751,-0.17416,-1.7621,-0.34033,-1.7797,2.5731,-2.4152,3.128,-1.1867,-0.2803,0.90487,0.4169,-0.21268,-1.9021,-0.43635,-2.3991,-0.29577,-3.7602,-0.42332,-0.92325,0.26057,-1.2372,0.71144,-2.7965,-0.5784,-0.67428,0.29571,0.47122,-3.6133,-0.35038,-1.0122,0.33632,-1.6477,-0.47648,-0.95158,-0.73007,-0.92613,-0.46581,1.8834,0.16749,-1.9239,-1.1313,-0.027466,-2.5706,3.4292,1.2497,1.8366,-1.6753,1.449,1
1107,6.6302,12.547,-3.1628,0.96575,-3.9228,-5.055,3.8833,-1.0772,1.8485,0.96324,2.6966,0.39972,1.9357,5.4663,2.0903,2.1602,2.5537,0.14827,-0.25891,-0.18748,-4.3637,0.1808,-3.1025,-0.69557,-1.4773,0.82683,-0.55437,-3.4117,-0.83391,3.0511,2.1748,-3.9498,-3.1983,-2.6345,1.2765,1.6194,0.32524,2.0141,2.2142,-1.4546,-0.25049,1.873,0.17984,1.0461,0.3278,-0.65777,1.0009,-0.64204,-0.21522,1.5197,-1.7852,0.94406,-1.6628,4.1649,0.5583,-0.90196,-0.37176,-0.10467,2.0027,-0.20938,-1.8484,-0.6703,3.7498,0.72854,-0.50019,0.80852,0.17909,-1.7415,-1.2918,-0.87178,4.7686,-3.5453,-2.6065,0.18542,-1.3832,-0.85941,2.0083,-0.1239,1.5134,1.996,1.7017,-0.64418,-0.67077,2.9928,1.2981,-2.0689,0.044531,0.86571,-0.43446,1.4122,-0.63055,1.2106,0.36095,-0.78236,0.2343,2.0638,1.0266,-2.3076,-0.91034,1.1134,-0.95818,2.3322,-0.39367,1
1108,11.715,-9.0275,4.0851,1.3017,3.4828,-4.1058,2.2385,-1.0542,-0.67356,-1.3553,0.66768,-3.4832,-1.6169,-2.0938,3.667,-2.3624,0.10165,1.3172,-2.0923,-2.5344,2.7779,2.3243,-0.35652,1.5895,0.29512,1.0084,5.3259,-1.4285,1.4695,1.3066,-0.392,-1.0113,1.0849,3.0775,-1.0835,0.88333,-1.133,4.5901,-2.9238,-0.53927,-0.4303,-2.7798,-0.47085,-0.93389,-0.84567,-0.19494,-0.77366,-1.7824,-0.11201,1.3703,1.3226,1.6827,-1.7354,-2.2233,-0.13245,-0.80001,-2.964,-0.80215,0.12571,0.17449,-1.334,1.9602,1.4148,0.3505,0.0045616,2.4543,0.99317,-0.36245,-0.37386,1.9453,-0.59185,0.29436,1.0087,-2.2225,-2.6383,-2.0692,0.55776,0.48556,-0.27287,0.048235,1.0987,1.1569,0.57985,-1.4942,-2.5342,-0.59166,0.72524,-1.2376,0.24561,0.23621,0.0066566,0.39265,0.14796,2.0666,-1.4514,-1.8518,1.7789,-2.1099,-0.21067,0.42074,-1.496,4.7147,-0.56204,1
1109,-11.782,-3.9839,-1.8738,2.325,-0.051911,-0.70015,3.6226,-0.53396,0.72127,1.896,-5.6589,-3.3568,-2.8938,-0.99236,2.2647,1.3787,1.0416,3.7476,-0.55899,1.7256,-1.1214,0.67328,0.055584,-1.8688,-0.020695,-1.624,0.014869,3.4419,-2.5626,-3.9448,0.50001,-0.29498,0.54611,-1.2703,-1.3352,3.1535,0.63667,-2.1641,2.1697,1.3576,-0.89867,-1.2751,0.12195,2.8055,2.1077,2.6956,0.33333,1.4085,0.80514,1.4051,2.4281,0.95683,3.5176,-2.4477,1.5525,-1.7821,-1.7467,-0.21057,-2.7585,-0.9177,-0.99931,-1.4119,1.9574,-5.7755,2.5599,-1.3789,2.1666,-2.38,2.2489,-0.072113,0.014533,-3.2855,-1.8348,-0.82287,-0.37331,0.082948,0.54445,0.96513,1.2346,-0.48998,3.0406,-0.02162,0.36451,0.17252,-0.10798,-0.57055,-1.5295,0.29333,1.8343,-0.28169,1.195,-0.26494,-1.1015,-0.32967,-1.0948,0.7926,0.74787,1.3663,-0.85036,3.5815,1.3893,-1.7552,-1.2517,1
1110,21.569,-8.1601,0.35287,-3.408,-4.6289,-0.61404,-2.8621,-3.2464,-0.77963,2.5469,-2.4606,1.7004,1.453,2.7852,-1.3665,-3.0945,-0.69074,0.32853,4.2185,-1.6705,-2.1931,-0.70279,0.70113,2.3046,0.62555,3.1306,1.0165,-1.1055,-0.91095,-0.40784,1.6693,-0.39245,0.96489,1.7195,-1.7581,0.25721,1.2225,-2.307,2.3373,-0.19028,1.7687,1.3466,-0.47369,-2.047,4.0344,1.5316,0.51645,-1.8854,-0.28164,0.89241,1.8817,0.60164,-0.6305,1.6955,1.26,-0.52775,-1.5474,-0.77674,-1.1494,1.6121,2.1854,0.32815,1.3506,-0.87545,1.199,2.6979,-0.69182,0.36399,-2.3364,-0.14047,-1.1759,1.5882,-1.2995,1.2524,1.4712,1.0913,-0.63869,3.1896,0.48887,1.6573,0.21866,-1.6346,-0.22866,-0.34878,1.4732,2.2373,0.099242,-2.5883,-1.5077,-0.037515,-0.40704,0.092822,-0.10769,1.0575,1.3212,-0.44133,0.045762,-1.695,0.9253,1.5206,-0.68561,-0.44507,-5.4297,1
